index,ID,Region,Main Source of Income,Agricultural Household indicator,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Walls,House Floor Area,House Age,Number of bedrooms,Electricity,Total Household Income,Total Food Expenditure,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle
3507,1,C,Wage/Salaries,0.0,Female,58.0,Single,Worked for private establishment,Single Family,3.0,0.0,0.0,3.0,Single house,Quite Strong,43.0,25.0,3.0,1.0,289267.0,69059.0,18254.0,15689.0,8395.0,12127.0,2610.0,4965.0,4500.0,180.0,,,,,710.0,4899.0,1980.0,0.0,13800.0,1000.0,0.0,0.0,2.0,0.0,,1.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,
24320,1084,J,Enterpreneurial Activities,0.0,Male,48.0,Married,Employer in own family-operated farm or business,Single Family,6.0,0.0,3.0,0.0,Single house,Strong,19.0,11.0,2.0,1.0,289250.0,126697.0,22558.5,,,17050.0,,7220.0,6120.0,,0.0,5560.0,52260.0,0.0,0.0,4878.0,3600.0,,10638.0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0
20688,4155,H,Wage/Salaries,0.0,Male,35.0,Married,Worked for private establishment,Single Family,6.0,,2.0,1.0,Duplex,Strong,35.0,17.0,1.0,1.0,289232.0,130520.0,29974.0,20634.0,17048.0,15108.0,1150.0,4388.0,17540.0,,0.0,3044.0,50472.0,0.0,1884.0,15834.0,2340.0,870.0,5766.0,1800.0,0.0,11636.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
29414,1845,L,Enterpreneurial Activities,0.0,Male,52.0,Married,Self-employed wihout any employee,Extended Family,,,2.0,0.0,Single house,Strong,48.0,8.0,2.0,1.0,289217.0,68967.0,,,10760.0,,1838.0,5690.0,120.0,1020.0,180.0,1185.0,19848.0,28200.0,1282.0,12210.0,1740.0,,5766.0,5000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,
3642,136,C,Other sources of Income,0.0,Male,61.0,Married,,Single Family,7.0,0.0,2.0,1.0,Single house,Strong,42.0,28.0,,1.0,289209.0,81236.0,31228.0,25224.0,6832.0,12384.0,1535.0,4813.0,7200.0,440.0,1200.0,4098.0,,,,5640.0,3900.0,900.0,12972.0,,0.0,60972.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
17741,1208,H,Other sources of Income,0.0,Female,44.0,Married,,Single Family,3.0,0.0,2.0,1.0,Multi-unit residential,Strong,55.0,2.0,1.0,1.0,289200.0,85209.0,21713.0,14278.0,6343.0,2582.0,1770.0,2887.0,12260.0,0.0,0.0,4860.0,,,1104.0,10812.0,,,5766.0,0.0,0.0,0.0,2.0,1.0,,1.0,1.0,,0.0,,2.0,,,0.0,0.0
15388,1074,G,Wage/Salaries,0.0,Female,63.0,Widowed,,Single Family,7.0,0.0,0.0,,Single house,Strong,35.0,5.0,2.0,1.0,289199.0,126456.0,40923.0,25980.0,,11619.0,1820.0,5006.0,5500.0,,,5280.0,47508.0,9000.0,90.0,2322.0,1920.0,,7674.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
21311,616,I,Wage/Salaries,0.0,Male,44.0,Married,Self-employed wihout any employee,Extended Family,,,2.0,1.0,Single house,Strong,,22.0,3.0,1.0,289188.0,68967.0,,11570.0,9288.0,15952.0,2830.0,3120.0,22360.0,,,3293.0,25068.0,12000.0,3482.0,5580.0,3276.0,0.0,5766.0,,0.0,40010.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
36763,379,O,Enterpreneurial Activities,0.0,Female,67.0,Widowed,,Single Family,5.0,0.0,1.0,1.0,Single house,Strong,,24.0,3.0,1.0,289181.0,88426.0,25515.0,20091.0,15417.0,7324.0,,6875.0,1350.0,0.0,0.0,2810.0,23550.0,8400.0,710.0,7890.0,972.0,1150.0,8802.0,1000.0,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
8129,1772,D,Wage/Salaries,0.0,Male,41.0,Married,Worked for government/government corporation,Single Family,7.0,0.0,3.0,1.0,Single house,Light,32.0,24.0,,1.0,289126.0,129891.0,,,6172.0,12706.0,1470.0,,0.0,0.0,0.0,3150.0,15942.0,6000.0,2895.0,15090.0,2022.0,,,,,11636.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
35494,3240,N,Enterpreneurial Activities,,Female,39.0,Married,,Single Family,4.0,0.0,2.0,0.0,Single house,Strong,70.0,14.0,1.0,1.0,289090.0,111586.0,20095.0,12217.0,17025.0,13401.0,3103.0,,21800.0,,1104.0,2300.0,,9000.0,710.0,5544.0,1140.0,530.0,10662.0,1500.0,0.0,,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0
12887,1810,F,Enterpreneurial Activities,0.0,Male,56.0,Married,Worked for private establishment,Extended Family,,,1.0,1.0,Single house,Strong,30.0,5.0,,1.0,289078.0,123031.0,36604.0,28480.0,8672.0,13625.0,2530.0,5174.0,5500.0,1080.0,,2300.0,28920.0,12000.0,3536.0,7998.0,2520.0,900.0,12408.0,3250.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
14017,2940,F,Other sources of Income,0.0,Female,46.0,Married,,Single Family,6.0,0.0,3.0,0.0,Single house,Strong,63.0,2.0,3.0,1.0,289050.0,68967.0,,,,9456.0,1680.0,8070.0,19925.0,0.0,0.0,5095.0,32880.0,18000.0,270.0,4899.0,2652.0,,9870.0,1000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,
35026,2772,N,Wage/Salaries,,Male,52.0,Married,,Single Family,7.0,0.0,3.0,3.0,Single house,Strong,30.0,16.0,,1.0,289046.0,68967.0,30398.0,25622.0,16334.0,,1066.0,,5500.0,90.0,0.0,1785.0,37260.0,24000.0,,7776.0,1170.0,1420.0,10458.0,638.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
15119,805,G,Other sources of Income,0.0,Male,70.0,Married,Employer in own family-operated farm or business,Single Family,2.0,0.0,0.0,0.0,Single house,Strong,72.0,21.0,2.0,1.0,289045.0,63464.0,37399.0,,4780.0,7071.0,1080.0,3729.0,0.0,,0.0,2735.0,19848.0,,3154.0,4200.0,840.0,0.0,1980.0,,,17578.0,1.0,1.0,0.0,1.0,1.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0
15770,1456,G,Wage/Salaries,0.0,Male,53.0,Married,Worked for private household,Single Family,,0.0,3.0,3.0,Single house,Strong,36.0,10.0,3.0,1.0,289025.0,,,,15950.0,8080.0,1050.0,4072.0,,,0.0,2115.0,38562.0,13200.0,2035.0,,1140.0,,5766.0,1000.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,,0.0,0.0,
38541,908,P,Other sources of Income,0.0,Male,59.0,Married,Self-employed wihout any employee,Extended Family,,0.0,,2.0,Single house,Strong,,23.0,2.0,1.0,289023.0,68967.0,,,9290.0,15840.0,1620.0,4072.0,14453.0,0.0,0.0,,46746.0,18000.0,710.0,,1890.0,450.0,,,0.0,50030.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
21840,1145,I,Wage/Salaries,0.0,Male,46.0,Married,Worked for private establishment,Single Family,6.0,0.0,2.0,2.0,Single house,Strong,80.0,23.0,1.0,,288991.0,68967.0,22558.5,27414.0,7336.0,9560.0,1220.0,4402.0,,480.0,0.0,2792.0,14670.0,6000.0,997.0,,1140.0,0.0,12216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
11370,293,F,Wage/Salaries,0.0,Male,54.0,Widowed,Worked for private establishment,Single Family,3.0,0.0,1.0,1.0,Single house,Strong,40.0,17.0,1.0,1.0,288991.0,123610.0,32163.0,16120.0,,,3850.0,4072.0,7800.0,,,1820.0,31920.0,21000.0,,4899.0,1140.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
19943,3410,H,Wage/Salaries,0.0,Male,39.0,Married,Worked for private establishment,Single Family,7.0,0.0,4.0,1.0,Single house,Strong,20.0,17.0,1.0,1.0,288988.0,,,29180.0,16109.0,14346.0,1620.0,3534.0,,960.0,1040.0,,25902.0,12000.0,,9456.0,,,,1000.0,0.0,11805.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
4183,677,C,Wage/Salaries,0.0,Male,58.0,Married,Worked for private establishment,Extended Family,,0.0,2.0,,Single house,Light,80.0,30.0,2.0,1.0,288979.0,136936.0,32602.0,22209.0,16178.0,,3935.0,,17235.0,,0.0,5040.0,34338.0,12000.0,778.0,14910.0,1686.0,,7182.0,2000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
27062,1939,K,Enterpreneurial Activities,0.0,Male,36.0,Married,Self-employed wihout any employee,Extended Family,7.0,0.0,4.0,1.0,Single house,Light,20.0,12.0,2.0,1.0,288975.0,100709.0,,27749.0,3950.0,,2240.0,,2780.0,500.0,0.0,5053.0,9390.0,4800.0,710.0,3000.0,720.0,1950.0,6390.0,1000.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22037,1342,I,Other sources of Income,0.0,Female,50.0,Married,,Single Family,8.0,0.0,1.0,1.0,Single house,Strong,50.0,16.0,2.0,1.0,288968.0,96973.0,30186.0,26190.0,14177.0,14161.0,1100.0,5559.0,12891.0,,0.0,6144.0,29868.0,17400.0,514.0,4899.0,1140.0,1396.0,5766.0,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
3103,1379,B,Enterpreneurial Activities,0.0,Male,26.0,Married,Self-employed wihout any employee,Single Family,3.0,0.0,0.0,1.0,Single house,Strong,60.0,15.0,1.0,1.0,288934.0,42623.0,19132.0,15964.0,5307.0,5873.0,1420.0,2809.0,0.0,0.0,0.0,3314.0,14436.0,6600.0,695.0,1158.0,384.0,0.0,6894.0,,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
12989,1912,F,Other sources of Income,0.0,Male,55.0,Married,Worked for private establishment,Extended Family,7.0,0.0,3.0,1.0,Single house,Strong,,35.0,3.0,1.0,288928.0,110085.0,30087.0,21600.0,6343.0,6534.0,2177.0,6864.0,5500.0,0.0,,2300.0,42612.0,24000.0,710.0,5796.0,,,9900.0,5000.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,
29540,1971,L,Enterpreneurial Activities,0.0,Male,33.0,Married,Self-employed wihout any employee,Single Family,4.0,0.0,2.0,0.0,Single house,Strong,,8.0,1.0,1.0,288926.0,69114.0,22472.0,19050.0,6854.0,6738.0,1120.0,7649.0,300.0,715.0,0.0,5792.0,33498.0,21000.0,1093.0,10770.0,1356.0,0.0,8394.0,,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0
14998,684,G,Wage/Salaries,0.0,Male,50.0,Married,Worked for government/government corporation,Single Family,3.0,0.0,0.0,3.0,Single house,Strong,48.0,20.0,2.0,1.0,288907.0,94610.0,14556.0,8580.0,11114.0,1577.0,3030.0,6195.0,5500.0,,0.0,2300.0,39228.0,13200.0,710.0,4899.0,,0.0,5766.0,3000.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,
13340,2263,F,Other sources of Income,0.0,Female,72.0,Widowed,,Extended Family,5.0,0.0,2.0,0.0,Single house,Strong,85.0,16.0,3.0,1.0,288905.0,118645.0,31856.0,25340.0,6343.0,15172.0,3090.0,4072.0,16216.0,0.0,0.0,,19848.0,,,,,2250.0,,0.0,0.0,11636.5,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,3.0,0.0,0.0,0.0,
38669,1036,P,Wage/Salaries,0.0,Female,59.0,Single,Worked for government/government corporation,Extended Family,2.0,0.0,0.0,1.0,Single house,Strong,36.0,20.0,2.0,1.0,288833.0,48156.0,11940.0,10400.0,4595.0,6481.0,1838.0,3317.0,7475.0,174.0,0.0,2300.0,,,,10782.0,,0.0,,1000.0,0.0,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
11992,915,F,Wage/Salaries,0.0,Male,45.0,Married,Worked for private household,Single Family,5.0,0.0,2.0,2.0,Single house,Strong,80.0,19.0,2.0,1.0,288795.0,115972.0,30481.0,20710.0,4938.0,12020.0,725.0,1812.0,,38.0,0.0,6065.0,36822.0,24000.0,990.0,10068.0,1140.0,,10614.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,,0.0,0.0,
15780,1466,G,Enterpreneurial Activities,0.0,Male,55.0,Married,Worked for private establishment,Single Family,2.0,0.0,0.0,1.0,Single house,Strong,48.0,6.0,2.0,1.0,288788.0,63181.0,19042.0,16400.0,10195.0,6042.0,3100.0,4569.0,1420.0,,0.0,4540.0,19848.0,,1551.0,4899.0,,0.0,9096.0,4700.0,,,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,,0.0,
7370,1013,D,Wage/Salaries,0.0,Female,58.0,Widowed,Worked for government/government corporation,Extended Family,7.0,0.0,3.0,3.0,Single house,Strong,,19.0,,1.0,288785.0,136741.0,42738.0,29322.0,,16738.0,2505.0,4744.0,11760.0,90.0,0.0,,46608.0,21000.0,2066.0,,1140.0,,15432.0,,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,4.0,0.0,,0.0,
15147,833,G,Other sources of Income,0.0,Male,59.0,Married,Employer in own family-operated farm or business,Single Family,2.0,0.0,0.0,0.0,Single house,Strong,56.0,36.0,2.0,1.0,288755.0,62424.0,16252.0,10810.0,6343.0,5433.0,505.0,4390.0,2400.0,480.0,0.0,3205.0,27918.0,12000.0,2694.0,4476.0,180.0,0.0,8760.0,,,43875.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15684,1370,G,Other sources of Income,0.0,Female,36.0,Married,,Single Family,3.0,0.0,2.0,0.0,Single house,Strong,80.0,15.0,2.0,1.0,288720.0,99460.0,17805.0,10940.0,6343.0,6293.0,2460.0,5985.0,5500.0,0.0,0.0,,35190.0,18000.0,1910.0,5952.0,,450.0,15336.0,,0.0,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,3.0,,0.0,0.0,
32560,306,N,Wage/Salaries,0.0,Male,44.0,Married,Worked for private establishment,Single Family,,0.0,,1.0,Multi-unit residential,Strong,35.0,6.0,1.0,1.0,288700.0,118852.0,22558.5,30951.0,12941.0,10608.0,1270.0,3535.0,5500.0,270.0,1448.0,2300.0,,0.0,710.0,450.0,3600.0,1200.0,9366.0,2500.0,0.0,11636.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
34647,2393,N,Wage/Salaries,,Male,55.0,Married,Worked for private establishment,Single Family,3.0,0.0,0.0,2.0,Single house,Strong,60.0,12.0,,1.0,288688.0,90922.0,16081.0,12194.0,4912.0,5403.0,3505.0,4275.0,,0.0,0.0,,44562.0,24000.0,3488.0,4899.0,3120.0,0.0,5766.0,1000.0,0.0,12252.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
20247,3714,H,Wage/Salaries,0.0,Male,30.0,Married,Worked for private establishment,Single Family,3.0,0.0,2.0,2.0,Multi-unit residential,Strong,20.0,8.0,1.0,1.0,288665.0,122065.0,23836.0,12610.0,6343.0,6512.0,1785.0,4656.0,,1170.0,0.0,,19848.0,0.0,1566.0,11118.0,,,5766.0,3200.0,0.0,20342.0,1.0,1.0,,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
15314,1000,G,Wage/Salaries,0.0,Male,50.0,Married,Worked for private establishment,Single Family,3.0,0.0,1.0,2.0,Single house,Strong,48.0,7.0,2.0,1.0,288650.0,85815.0,19870.0,15040.0,8155.0,8440.0,1490.0,4072.0,,,0.0,3940.0,42996.0,15000.0,325.0,7242.0,3798.0,,,1800.0,0.0,24690.0,2.0,1.0,0.0,1.0,1.0,,0.0,0.0,3.0,0.0,,0.0,
21977,1282,I,Wage/Salaries,0.0,Female,43.0,Divorced/Separated,Self-employed wihout any employee,Extended Family,6.0,0.0,0.0,2.0,Single house,Strong,60.0,25.0,2.0,1.0,288646.0,113482.0,28258.0,22450.0,,17741.0,2290.0,,2900.0,0.0,0.0,1300.0,50856.0,27000.0,710.0,7122.0,1140.0,,12816.0,1240.0,0.0,73316.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
14767,453,G,Other sources of Income,0.0,Male,45.0,Married,Employer in own family-operated farm or business,Single Family,,,,2.0,Single house,Strong,56.0,7.0,1.0,1.0,288644.0,133626.0,,,7928.0,13769.0,1620.0,,15180.0,618.0,0.0,6327.0,,5400.0,603.0,14556.0,720.0,,8736.0,1680.0,,11636.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22498,1803,I,Wage/Salaries,0.0,Male,61.0,Married,Self-employed wihout any employee,Extended Family,5.0,0.0,2.0,2.0,Single house,Strong,18.0,,,1.0,288630.0,72990.0,16735.0,0.0,6302.0,8408.0,1745.0,3816.0,5500.0,650.0,856.0,708.0,16248.0,12000.0,355.0,8400.0,144.0,780.0,5010.0,0.0,0.0,3330.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
35340,3086,N,Wage/Salaries,,Male,53.0,Married,Worked for government/government corporation,Single Family,4.0,0.0,0.0,2.0,Single house,Strong,40.0,21.0,3.0,1.0,288609.0,98636.0,25453.0,16588.0,6343.0,10179.0,3946.0,5577.0,13650.0,,0.0,2070.0,19848.0,9000.0,710.0,4899.0,,0.0,14118.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
41077,1322,Q,Other sources of Income,0.0,Female,48.0,Divorced/Separated,Worked for government/government corporation,Extended Family,3.0,0.0,1.0,1.0,Single house,Strong,40.0,15.0,2.0,1.0,288605.0,93313.0,23766.0,10200.0,6719.0,10012.0,2890.0,7895.0,5500.0,0.0,0.0,1790.0,,,,1800.0,660.0,700.0,5766.0,4300.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0
32526,272,N,Wage/Salaries,0.0,Female,71.0,Married,,Extended Family,5.0,0.0,2.0,1.0,Single house,Strong,30.0,16.0,1.0,1.0,288603.0,120491.0,21746.0,12848.0,11573.0,11442.0,2230.0,4272.0,,0.0,0.0,5590.0,19848.0,0.0,2599.0,7398.0,1140.0,1010.0,5766.0,1000.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
14996,682,G,Wage/Salaries,0.0,Male,55.0,Married,Worked for private establishment,Extended Family,,,2.0,4.0,Single house,Light,50.0,30.0,1.0,,288598.0,129004.0,40421.0,15900.0,,15116.0,1670.0,6031.0,12480.0,,780.0,2260.0,13128.0,3000.0,1605.0,9360.0,0.0,0.0,8280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12960,1883,F,Enterpreneurial Activities,0.0,Male,58.0,Married,Worked for private establishment,Single Family,2.0,0.0,0.0,1.0,Single house,Strong,,8.0,2.0,1.0,288549.0,56626.0,16734.0,12726.0,10650.0,9262.0,1855.0,3169.0,5620.0,0.0,0.0,3040.0,51594.0,28200.0,,13560.0,,0.0,9750.0,2000.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,,0.0,0.0,
35252,2998,N,Other sources of Income,,Female,35.0,Married,,Single Family,6.0,0.0,2.0,0.0,Single house,Strong,,9.0,,1.0,288530.0,68967.0,29908.0,14976.0,,17570.0,2027.0,,5500.0,0.0,0.0,2300.0,,,2105.0,4899.0,,,14718.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,,0.0,,2.0,0.0,,0.0,0.0
21875,1180,I,Enterpreneurial Activities,0.0,Male,29.0,Married,Self-employed wihout any employee,Extended Family,7.0,,0.0,0.0,Single house,Strong,36.0,35.0,2.0,1.0,288528.0,,,,6343.0,,2260.0,3084.0,5500.0,90.0,,4645.0,31050.0,12000.0,1450.0,,1140.0,0.0,7914.0,0.0,0.0,,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
12581,1504,F,Enterpreneurial Activities,0.0,Male,65.0,Married,Employer in own family-operated farm or business,Single Family,3.0,0.0,0.0,1.0,Single house,Strong,45.0,2.0,3.0,1.0,288503.0,51984.0,20421.0,15280.0,9840.0,3400.0,3050.0,5185.0,250.0,90.0,,5710.0,33870.0,24000.0,,4320.0,1800.0,0.0,5766.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34926,2672,N,Wage/Salaries,,Male,59.0,Married,Worked for private establishment,Extended Family,6.0,0.0,3.0,2.0,Single house,Strong,20.0,25.0,1.0,1.0,288500.0,111413.0,34251.0,30046.0,11794.0,9979.0,1950.0,5911.0,5500.0,0.0,1560.0,2060.0,19848.0,,1679.0,4899.0,1536.0,2300.0,5766.0,1500.0,0.0,59200.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35398,3144,N,Wage/Salaries,,Male,33.0,Married,Worked for private establishment,Single Family,4.0,0.0,1.0,1.0,Single house,Strong,28.0,22.0,1.0,1.0,288493.0,,15915.0,9720.0,,7527.0,3354.0,6515.0,19800.0,0.0,0.0,3603.0,51060.0,24000.0,1588.0,,,,5766.0,3993.0,0.0,0.0,1.0,1.0,,1.0,1.0,,0.0,,2.0,,,0.0,0.0
626,627,A,Wage/Salaries,0.0,Male,60.0,Married,Worked for government/government corporation,Extended Family,8.0,0.0,3.0,2.0,Single house,Strong,36.0,,3.0,1.0,288490.0,,13747.0,9438.0,6343.0,2873.0,3495.0,5400.0,5500.0,840.0,2096.0,480.0,19848.0,,80.0,,3948.0,,,3600.0,0.0,32100.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
23528,292,J,Enterpreneurial Activities,0.0,Male,43.0,Married,Self-employed wihout any employee,Single Family,5.0,0.0,2.0,2.0,Single house,Strong,30.0,9.0,1.0,1.0,288463.0,84937.0,38710.0,32300.0,8840.0,9702.0,1620.0,6575.0,15200.0,,48.0,,8202.0,4800.0,,,3480.0,,7536.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
22667,1972,I,Wage/Salaries,0.0,Male,48.0,Divorced/Separated,,Single Family,5.0,0.0,2.0,1.0,Single house,Strong,36.0,,2.0,1.0,288448.0,69119.0,27683.0,21539.0,4198.0,4090.0,600.0,4580.0,15391.0,,0.0,489.0,40758.0,9000.0,115.0,8448.0,372.0,240.0,9948.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
38202,569,P,Wage/Salaries,0.0,Male,40.0,Married,Worked for government/government corporation,Single Family,8.0,0.0,,1.0,Single house,Strong,61.0,7.0,,1.0,288446.0,128146.0,,,13396.0,10784.0,,7617.0,10020.0,90.0,0.0,,51180.0,17400.0,1956.0,7638.0,810.0,,14904.0,5376.0,0.0,76587.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,
18166,1633,H,Wage/Salaries,0.0,Male,65.0,Married,Worked for private establishment,Single Family,4.0,0.0,0.0,3.0,Single house,Strong,25.0,31.0,1.0,1.0,288430.0,115549.0,40402.0,27210.0,12135.0,11801.0,1587.0,3300.0,5500.0,0.0,,5900.0,39360.0,18000.0,710.0,,1140.0,0.0,,4000.0,0.0,69300.0,2.0,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
38333,700,P,Wage/Salaries,0.0,Male,42.0,Married,Worked for private establishment,Single Family,4.0,0.0,2.0,1.0,Single house,Quite Strong,30.0,16.0,1.0,1.0,288421.0,77966.0,21639.0,16724.0,10170.0,12947.0,1620.0,4606.0,10333.0,600.0,904.0,,29790.0,12000.0,3486.0,12480.0,1560.0,,5766.0,2950.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,4.0,,,0.0,
25997,874,K,Wage/Salaries,0.0,Male,64.0,Married,Self-employed wihout any employee,Single Family,4.0,0.0,0.0,2.0,Single house,Light,35.0,16.0,1.0,1.0,288384.0,68967.0,26641.0,21352.0,,,1425.0,2644.0,16290.0,,0.0,5760.0,28908.0,18000.0,710.0,15684.0,1224.0,0.0,6174.0,0.0,0.0,81160.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34447,2193,N,Wage/Salaries,,Male,63.0,Married,,Single Family,4.0,0.0,0.0,2.0,Single house,Quite Strong,28.0,35.0,1.0,1.0,288339.0,136007.0,31789.0,20020.0,17806.0,9650.0,,4728.0,5500.0,90.0,,2300.0,19848.0,12000.0,1748.0,11040.0,,0.0,,3850.0,0.0,16112.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
34341,2087,N,Wage/Salaries,,Male,53.0,Married,,Single Family,4.0,0.0,1.0,2.0,Single house,Strong,30.0,25.0,1.0,1.0,288312.0,104019.0,26279.0,20861.0,10324.0,4406.0,2560.0,3310.0,,1152.0,0.0,3550.0,43260.0,6000.0,710.0,,1140.0,2230.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
